date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:47:09	36487/36487	---M--	200	added ('OK')	image/jpeg	etag:%2244d97d7a7ee2cd958b02c6915bacd793%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f2d6991762c433eab1999dc_Icons_1.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f2d6991762c433eab1999dc_Icons_1.jpg	(from https://www.jaro.io/projects/takt1)
15:47:09	30190/30190	---M--	200	added ('OK')	image/jpeg	etag:%2250b30d02c4406c244c2f5aa7bc0cdc13%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f2da71497cb7e70518e2164_Icons_2.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f2da71497cb7e70518e2164_Icons_2.jpg	(from https://www.jaro.io/projects/takt1)
15:47:11	52833/52833	---M--	200	added ('OK')	image/jpeg	etag:%228cee7a3f9f0087940b0e82c26cd71796%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f7ddd672c8d600ace3fbb32_together.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f7ddd672c8d600ace3fbb32_together.jpg	(from https://www.jaro.io/projects/kayam)
15:47:11	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2028%20Aug%202021%2012:47:12%20GMT	https://www.jaro.io/projects/%22https://assets.website-files.com/5e0f6cce946b1267aba0d581/5f7785fe1f42593463c78fe6_background_a.jpg%22	C:/Users/legen/Desktop/Motley/Motley/www.jaro.io/projects/_https_/assets.website-files.com/5e0f6cce946b1267aba0d581/5f7785fe1f42593463c78fe6_background_a.4c.delayed	(from https://www.jaro.io/projects/lead)
15:47:12	106372/106372	---M--	200	added ('OK')	image/jpeg	etag:%22c153b241780bc42c6039f1a1a96e345a%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f2ef7dfeb0dcbc2532a8648_mobile_d.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f2ef7dfeb0dcbc2532a8648_mobile_d.jpg	(from https://www.jaro.io/projects/lead)
15:47:12	1037031/1037031	---M--	200	added ('OK')	image/jpeg	etag:%221475a8363a86254521af50f75bb3dcdd%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f2ee77d73220bb938cc516f_browser_a.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f2ee77d73220bb938cc516f_browser_a.jpg	(from https://www.jaro.io/projects/lead)
15:47:14	99232/99232	---M--	200	added ('OK')	image/jpeg	etag:%2268ea2af7dd69150239a83c3d256fafb7%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f2ef7de3b89f9d3de34bdc3_mobile_c.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f2ef7de3b89f9d3de34bdc3_mobile_c.jpg	(from https://www.jaro.io/projects/lead)
15:47:14	615599/615599	---M--	200	added ('OK')	image/jpeg	etag:%2257b1e08260d463fa224adf3100c9313d%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f2daade7b72f2d2730a9128_takt1_home_extern_desk_001.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f2daade7b72f2d2730a9128_takt1_home_extern_desk_001.jpg	(from https://www.jaro.io/projects/takt1)
15:47:14	101464/101464	---M--	200	added ('OK')	image/jpeg	etag:%229281992976cf61dd8a6c5c594a82cf1b%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f2ef7df01607c766d0466bd_mobile_a.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f2ef7df01607c766d0466bd_mobile_a.jpg	(from https://www.jaro.io/projects/lead)
15:47:14	186843/186843	---M--	200	added ('OK')	image/jpeg	etag:%220b755ea8e7b0a2d1b922194583be1d15%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f2fca239f29b71c418e8df1_mobile_f.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f2fca239f29b71c418e8df1_mobile_f.jpg	(from https://www.jaro.io/projects/lead)
15:47:14	85368/85368	---M--	200	added ('OK')	image/jpeg	etag:%22b71922b34136cd33cba046dc82d13cc1%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f2ef76873220baaf8cc7680_mobile_b.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f2ef76873220baaf8cc7680_mobile_b.jpg	(from https://www.jaro.io/projects/lead)
15:47:15	100910/100910	---M--	200	added ('OK')	image/jpeg	etag:%226c1b3cead396deeb580fd75569423d68%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f2ef7dfe806c6747548039e_mobile_e.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f2ef7dfe806c6747548039e_mobile_e.jpg	(from https://www.jaro.io/projects/lead)
15:47:17	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Sat,%2028%20Aug%202021%2012:47:17%20GMT	https://www.jaro.io/projects/%22https://assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4ef500b94d0afc08a1a5b_watchbox_background_cut.jpg%22	C:/Users/legen/Desktop/Motley/Motley/www.jaro.io/projects/_https_/assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4ef500b94d0afc08a1a5b_watchbox_background_cut.55.delayed	(from https://www.jaro.io/projects/watchbox)
15:47:19	61138/61138	---M--	200	added ('OK')	image/jpeg	etag:%223223715315a121c53732a71d67a24203%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f3674c1d56efb6b07c8b908_milk_case_watchbox_eyes_b.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f3674c1d56efb6b07c8b908_milk_case_watchbox_eyes_b.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:19	27371/27371	---M--	200	added ('OK')	image/jpeg	etag:%2246c7207c56ae8ee04049fdee53861e67%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f3674c097194f58f4b03221_milk_case_watchbox_eyes_c.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f3674c097194f58f4b03221_milk_case_watchbox_eyes_c.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:20	1012761/1012761	---M--	200	added ('OK')	image/jpeg	etag:%22aa4484af6abad36975bbc55743794005%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f2eee4231574c8c525db0a2_browser_b.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f2eee4231574c8c525db0a2_browser_b.jpg	(from https://www.jaro.io/projects/lead)
15:47:20	47454/47454	---M--	200	added ('OK')	image/jpeg	etag:%22c70a3ca1ca1f2c70092d3e25ff2f31fd%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f3674c0b2ae3fd49cd8595b_milk_case_watchbox_eyes_a.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f3674c0b2ae3fd49cd8595b_milk_case_watchbox_eyes_a.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:21	66966/66966	---M--	200	added ('OK')	image/jpeg	etag:%2201a332d5c93ba28b80f2d6317b789346%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f3674c2b4462e9fab298284_milk_case_watchbox_eyes_d.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f3674c2b4462e9fab298284_milk_case_watchbox_eyes_d.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:21	28227/28227	---M--	200	added ('OK')	image/jpeg	etag:%229791862750ca65df53a378afa59a69ae%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a8dc915b693dc8c1e8_watchbox_parallax_d.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a8dc915b693dc8c1e8_watchbox_parallax_d.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:22	19679/19679	---M--	200	added ('OK')	image/jpeg	etag:%229129889ce07ddeb1198aec48ad5deba5%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a788d83de0218bacad_watchbox_parallax_b.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a788d83de0218bacad_watchbox_parallax_b.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:22	21572/21572	---M--	200	added ('OK')	image/jpeg	etag:%22805674f285bf59d8db42b0119d15a520%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a7bed43f1940ecb683_watchbox_parallax_a.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a7bed43f1940ecb683_watchbox_parallax_a.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:23	25854/25854	---M--	200	added ('OK')	image/jpeg	etag:%22c7ae29a5c172dc1354ca684a5185260e%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a8e7bab808f6bc20d6_watchbox_parallax_c.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a8e7bab808f6bc20d6_watchbox_parallax_c.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:23	24348/24348	---M--	200	added ('OK')	image/jpeg	etag:%229b7972bf05081698e95ee67c5ed5976d%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a89a7823719d966789_watchbox_parallax_g.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a89a7823719d966789_watchbox_parallax_g.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:25	35120/35120	---M--	200	added ('OK')	image/jpeg	etag:%22c873fde88560a203bc8bc7381f106aa8%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a8205767f4a07321e3_watchbox_parallax_e.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a8205767f4a07321e3_watchbox_parallax_e.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:25	31751/31751	---M--	200	added ('OK')	image/jpeg	etag:%22986cde5620a70e879cc043d8d4210942%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a8e8f6c6d82a70c6a2_watchbox_parallax_f.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a8e8f6c6d82a70c6a2_watchbox_parallax_f.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:25	27843/27843	---M--	200	added ('OK')	image/jpeg	etag:%22b7b4ae5a807277f45c8d974a3b539657%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a8bed43fc5cbecb684_watchbox_parallax_h.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f37f6a8bed43fc5cbecb684_watchbox_parallax_h.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:26	46458/46458	---M--	200	added ('OK')	image/jpeg	etag:%222a6daace734938754161203f45b28862%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f3671df22dcee414a885944_mobile_a.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f3671df22dcee414a885944_mobile_a.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:26	46525/46525	---M--	200	added ('OK')	image/jpeg	etag:%22514c13ae496f34676581a5ae9f02094c%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f3671e072cfa957724680fe_mobile_d.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f3671e072cfa957724680fe_mobile_d.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:27	71965/71965	---M--	200	added ('OK')	image/jpeg	etag:%225703bb14994fb16ca40a4ccebd4e11cc%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f3671e05bcd92ab62f77092_mobile_c.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f3671e05bcd92ab62f77092_mobile_c.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:27	79064/79064	---M--	200	added ('OK')	image/jpeg	etag:%2296877cf06d5468a24d4573a9563858c6%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f3671e09bbed698eb55eebd_mobile_e.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f3671e09bbed698eb55eebd_mobile_e.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:28	30992/30992	---M--	200	added ('OK')	image/jpeg	etag:%220d103ec6166d40bda0c2c98c051d9f52%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f3671dfb4462e1fa829740c_mobile_b.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f3671dfb4462e1fa829740c_mobile_b.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:29	107067/107067	UR-M--	200	added ('Partial%20Content')	image/png	etag:%2247aa99bff54f1be30b849c3df7f5dd44%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f798f7baa7a773e5430ac1d_mike_dark.png	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f798f7baa7a773e5430ac1d_mike_dark.png	(from https://www.jaro.io/projects/kayam)
15:47:30	134606/134606	---M--	200	added ('OK')	image/png	etag:%225c7ac261860eaffea21b55e712d713b3%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f798f7b133859788b05b567_kimi_dark.png	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f798f7b133859788b05b567_kimi_dark.png	(from https://www.jaro.io/projects/kayam)
15:47:30	106778/106778	---M--	200	added ('OK')	image/jpeg	etag:%225287c9a515f17295cce3e03e0768fc9f%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f7866a63bad612b9aaedcb0_stones_small.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f7866a63bad612b9aaedcb0_stones_small.jpg	(from https://www.jaro.io/projects/kayam)
15:47:30	526159/526159	---M--	200	added ('OK')	image/jpeg	etag:%2263f8c66ea6a78bb4293fe155b9a5e01b%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f2e93fb63b9d13fb279ecfd_milk_case_watchbox_screen_explore.jpg	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f2e93fb63b9d13fb279ecfd_milk_case_watchbox_screen_explore.jpg	(from https://www.jaro.io/projects/watchbox)
15:47:30	0/-1	---M--	504	error ('')			https://www.jaro.io/projects/%22https://assets.website-files.com/5e0f6cce946b1267aba0d581/60b28a949d53e4231699bdfc_background.jpg%22	C:/Users/legen/Desktop/Motley/Motley/www.jaro.io/projects/_https_/assets.website-files.com/5e0f6cce946b1267aba0d581/60b28a949d53e4231699bdfc_background.html	(from https://www.jaro.io/projects/sos-foods)
15:47:30	0/-1	---M--	504	error ('')			https://www.jaro.io/projects/%22https://assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4efb00b24dfac67beb70b_background.jpg%22	C:/Users/legen/Desktop/Motley/Motley/www.jaro.io/projects/_https_/assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4efb00b24dfac67beb70b_background.html	(from https://www.jaro.io/projects/kayam)
15:47:36	2310379/2310379	---M--	200	added ('OK')	image/png	etag:%22c36d8ce15df10c672d9e9e9ea10ba420%22	https://assets.website-files.com/5e0f6cce946b126508a0d575/5f9adfb9613d211a3a10a8e5_circles.png	C:/Users/legen/Desktop/Motley/Motley/assets.website-files.com/5e0f6cce946b126508a0d575/5f9adfb9613d211a3a10a8e5_circles.png	(from https://www.jaro.io/projects/kayam)
15:47:36	0/-1	---M--	504	error ('')			https://www.jaro.io/projects/%22https://assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4eedaeb97b72b7b5e7879_takt1_background.jpg%22	C:/Users/legen/Desktop/Motley/Motley/www.jaro.io/projects/_https_/assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4eedaeb97b72b7b5e7879_takt1_background.html	(from https://www.jaro.io/projects/takt1)
15:47:36	0/-1	---M--	504	error ('')			https://www.jaro.io/projects/%22https://assets.website-files.com/5e0f6cce946b1267aba0d581/5f7785fe1f42593463c78fe6_background_a.jpg%22	C:/Users/legen/Desktop/Motley/Motley/www.jaro.io/projects/_https_/assets.website-files.com/5e0f6cce946b1267aba0d581/5f7785fe1f42593463c78fe6_background_a.html	(from https://www.jaro.io/projects/lead)
15:47:36	0/-1	---M--	504	error ('')			https://www.jaro.io/projects/%22https://assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4ef500b94d0afc08a1a5b_watchbox_background_cut.jpg%22	C:/Users/legen/Desktop/Motley/Motley/www.jaro.io/projects/_https_/assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4ef500b94d0afc08a1a5b_watchbox_background_cut.html	(from https://www.jaro.io/projects/watchbox)
15:47:36	0/-1	---M--	504	error ('')			https://www.jaro.io/projects/%22https://assets.website-files.com/5e0f6cce946b1267aba0d581/60b28a949d53e4231699bdfc_background.jpg%22	C:/Users/legen/Desktop/Motley/Motley/www.jaro.io/projects/_https_/assets.website-files.com/5e0f6cce946b1267aba0d581/60b28a949d53e4231699bdfc_background.html	(from https://www.jaro.io/projects/sos-foods)
15:47:36	0/-1	---M--	504	error ('')			https://www.jaro.io/projects/%22https://assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4efb00b24dfac67beb70b_background.jpg%22	C:/Users/legen/Desktop/Motley/Motley/www.jaro.io/projects/_https_/assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4efb00b24dfac67beb70b_background.html	(from https://www.jaro.io/projects/kayam)
15:47:36	0/-1	---M--	504	error ('')			https://www.jaro.io/projects/%22https://assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4eedaeb97b72b7b5e7879_takt1_background.jpg%22	C:/Users/legen/Desktop/Motley/Motley/www.jaro.io/projects/_https_/assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4eedaeb97b72b7b5e7879_takt1_background.html	(from https://www.jaro.io/projects/takt1)
15:47:36	0/-1	---M--	504	error ('')			https://www.jaro.io/projects/%22https://assets.website-files.com/5e0f6cce946b1267aba0d581/5f7785fe1f42593463c78fe6_background_a.jpg%22	C:/Users/legen/Desktop/Motley/Motley/www.jaro.io/projects/_https_/assets.website-files.com/5e0f6cce946b1267aba0d581/5f7785fe1f42593463c78fe6_background_a.html	(from https://www.jaro.io/projects/lead)
15:47:36	0/-1	---M--	504	error ('')			https://www.jaro.io/projects/%22https://assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4ef500b94d0afc08a1a5b_watchbox_background_cut.jpg%22	C:/Users/legen/Desktop/Motley/Motley/www.jaro.io/projects/_https_/assets.website-files.com/5e0f6cce946b1267aba0d581/5fd4ef500b94d0afc08a1a5b_watchbox_background_cut.html	(from https://www.jaro.io/projects/watchbox)
